Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,
DP04_0116PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0116PEA, DP04_0116PM, DP04_0116PMA",0,int,DP04,
DP04_0117E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0117EA, DP04_0117M, DP04_0117MA",0,int,DP04,
DP04_0117PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0117PEA, DP04_0117PM, DP04_0117PMA",0,int,DP04,
DP04_0118E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0118EA, DP04_0118M, DP04_0118MA",0,int,DP04,
DP04_0118PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0118PEA, DP04_0118PM, DP04_0118PMA",0,float,DP04,
DP04_0119E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0119EA, DP04_0119M, DP04_0119MA",0,int,DP04,
DP04_0119PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0119PEA, DP04_0119PM, DP04_0119PMA",0,float,DP04,
DP04_0120E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0120EA, DP04_0120M, DP04_0120MA",0,int,DP04,
DP04_0120PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0120PEA, DP04_0120PM, DP04_0120PMA",0,float,DP04,
DP04_0121E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0121EA, DP04_0121M, DP04_0121MA",0,int,DP04,
DP04_0121PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0121PEA, DP04_0121PM, DP04_0121PMA",0,float,DP04,
DP04_0122E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0122EA, DP04_0122M, DP04_0122MA",0,int,DP04,
DP04_0122PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0122PEA, DP04_0122PM, DP04_0122PMA",0,float,DP04,
DP04_0123E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0123EA, DP04_0123M, DP04_0123MA",0,int,DP04,
DP04_0123PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0123PEA, DP04_0123PM, DP04_0123PMA",0,float,DP04,
DP04_0124E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0124EA, DP04_0124M, DP04_0124MA",0,int,DP04,
DP04_0124PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0124PEA, DP04_0124PM, DP04_0124PMA",0,float,DP04,
DP04_0125E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0125EA, DP04_0125M, DP04_0125MA",0,int,DP04,
DP04_0125PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0125PEA, DP04_0125PM, DP04_0125PMA",0,int,DP04,
DP04_0126E,Estimate!!GROSS RENT!!Occupied units paying rent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0126EA, DP04_0126M, DP04_0126MA",0,int,DP04,
DP04_0126PE,Percent!!GROSS RENT!!Occupied units paying rent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0126PEA, DP04_0126PM, DP04_0126PMA",0,int,DP04,
DP04_0127E,Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0127EA, DP04_0127M, DP04_0127MA",0,int,DP04,
DP04_0127PE,Percent!!GROSS RENT!!Occupied units paying rent!!Less than $500,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0127PEA, DP04_0127PM, DP04_0127PMA",0,float,DP04,
DP04_0128E,Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0128EA, DP04_0128M, DP04_0128MA",0,int,DP04,
DP04_0128PE,Percent!!GROSS RENT!!Occupied units paying rent!!$500 to $999,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0128PEA, DP04_0128PM, DP04_0128PMA",0,float,DP04,
DP04_0129E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0129EA, DP04_0129M, DP04_0129MA",0,int,DP04,
DP04_0129PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0129PEA, DP04_0129PM, DP04_0129PMA",0,float,DP04,
DP04_0130E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0130EA, DP04_0130M, DP04_0130MA",0,int,DP04,
DP04_0130PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0130PEA, DP04_0130PM, DP04_0130PMA",0,float,DP04,
DP04_0131E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0131EA, DP04_0131M, DP04_0131MA",0,int,DP04,
DP04_0131PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0131PEA, DP04_0131PM, DP04_0131PMA",0,float,DP04,
DP04_0132E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0132EA, DP04_0132M, DP04_0132MA",0,int,DP04,
DP04_0132PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0132PEA, DP04_0132PM, DP04_0132PMA",0,float,DP04,
DP04_0133E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0133EA, DP04_0133M, DP04_0133MA",0,int,DP04,
DP04_0133PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$3,000 or more",SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0133PEA, DP04_0133PM, DP04_0133PMA",0,float,DP04,
DP04_0134E,Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0134EA, DP04_0134M, DP04_0134MA",0,int,DP04,
DP04_0134PE,Percent!!GROSS RENT!!Occupied units paying rent!!Median (dollars),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0134PEA, DP04_0134PM, DP04_0134PMA",0,int,DP04,
DP04_0135E,Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0135EA, DP04_0135M, DP04_0135MA",0,int,DP04,
DP04_0135PE,Percent!!GROSS RENT!!Occupied units paying rent!!No rent paid,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0135PEA, DP04_0135PM, DP04_0135PMA",0,int,DP04,
DP04_0136E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0136EA, DP04_0136M, DP04_0136MA",0,int,DP04,
DP04_0136PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0136PEA, DP04_0136PM, DP04_0136PMA",0,int,DP04,
DP04_0137E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0137EA, DP04_0137M, DP04_0137MA",0,int,DP04,
DP04_0137PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0137PEA, DP04_0137PM, DP04_0137PMA",0,float,DP04,
DP04_0138E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0138EA, DP04_0138M, DP04_0138MA",0,int,DP04,
DP04_0138PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0138PEA, DP04_0138PM, DP04_0138PMA",0,float,DP04,
DP04_0139E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0139EA, DP04_0139M, DP04_0139MA",0,int,DP04,
DP04_0139PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0139PEA, DP04_0139PM, DP04_0139PMA",0,float,DP04,
DP04_0140E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0140EA, DP04_0140M, DP04_0140MA",0,int,DP04,
DP04_0140PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0140PEA, DP04_0140PM, DP04_0140PMA",0,float,DP04,
DP04_0141E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0141EA, DP04_0141M, DP04_0141MA",0,int,DP04,
DP04_0141PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0141PEA, DP04_0141PM, DP04_0141PMA",0,float,DP04,
DP04_0142E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0142EA, DP04_0142M, DP04_0142MA",0,int,DP04,
DP04_0142PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0142PEA, DP04_0142PM, DP04_0142PMA",0,float,DP04,
DP04_0143E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0143EA, DP04_0143M, DP04_0143MA",0,int,DP04,
DP04_0143PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,SELECTED HOUSING CHARACTERISTICS,not required,"DP04_0143PEA, DP04_0143PM, DP04_0143PMA",0,int,DP04,
DP05_0001E,Estimate!!SEX AND AGE!!Total population,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0001EA, DP05_0001M, DP05_0001MA",0,int,DP05,
DP05_0001PE,Percent!!SEX AND AGE!!Total population,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0001PEA, DP05_0001PM, DP05_0001PMA",0,int,DP05,
DP05_0002E,Estimate!!SEX AND AGE!!Total population!!Male,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0002EA, DP05_0002M, DP05_0002MA",0,int,DP05,
DP05_0002PE,Percent!!SEX AND AGE!!Total population!!Male,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0002PEA, DP05_0002PM, DP05_0002PMA",0,float,DP05,
DP05_0003E,Estimate!!SEX AND AGE!!Total population!!Female,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0003EA, DP05_0003M, DP05_0003MA",0,int,DP05,
DP05_0003PE,Percent!!SEX AND AGE!!Total population!!Female,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0003PEA, DP05_0003PM, DP05_0003PMA",0,float,DP05,
DP05_0004E,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0004EA, DP05_0004M, DP05_0004MA",0,float,DP05,
DP05_0004PE,Percent!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0004PEA, DP05_0004PM, DP05_0004PMA",0,int,DP05,
DP05_0005E,Estimate!!SEX AND AGE!!Total population!!Under 5 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0005EA, DP05_0005M, DP05_0005MA",0,int,DP05,
DP05_0005PE,Percent!!SEX AND AGE!!Total population!!Under 5 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0005PEA, DP05_0005PM, DP05_0005PMA",0,float,DP05,
DP05_0006E,Estimate!!SEX AND AGE!!Total population!!5 to 9 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0006EA, DP05_0006M, DP05_0006MA",0,int,DP05,
DP05_0006PE,Percent!!SEX AND AGE!!Total population!!5 to 9 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0006PEA, DP05_0006PM, DP05_0006PMA",0,float,DP05,
DP05_0007E,Estimate!!SEX AND AGE!!Total population!!10 to 14 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0007EA, DP05_0007M, DP05_0007MA",0,int,DP05,
DP05_0007PE,Percent!!SEX AND AGE!!Total population!!10 to 14 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0007PEA, DP05_0007PM, DP05_0007PMA",0,float,DP05,
DP05_0008E,Estimate!!SEX AND AGE!!Total population!!15 to 19 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0008EA, DP05_0008M, DP05_0008MA",0,int,DP05,
DP05_0008PE,Percent!!SEX AND AGE!!Total population!!15 to 19 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0008PEA, DP05_0008PM, DP05_0008PMA",0,float,DP05,
DP05_0009E,Estimate!!SEX AND AGE!!Total population!!20 to 24 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0009EA, DP05_0009M, DP05_0009MA",0,int,DP05,
DP05_0009PE,Percent!!SEX AND AGE!!Total population!!20 to 24 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0009PEA, DP05_0009PM, DP05_0009PMA",0,float,DP05,
DP05_0010E,Estimate!!SEX AND AGE!!Total population!!25 to 34 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0010EA, DP05_0010M, DP05_0010MA",0,int,DP05,
DP05_0010PE,Percent!!SEX AND AGE!!Total population!!25 to 34 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0010PEA, DP05_0010PM, DP05_0010PMA",0,float,DP05,
DP05_0011E,Estimate!!SEX AND AGE!!Total population!!35 to 44 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0011EA, DP05_0011M, DP05_0011MA",0,int,DP05,
DP05_0011PE,Percent!!SEX AND AGE!!Total population!!35 to 44 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0011PEA, DP05_0011PM, DP05_0011PMA",0,float,DP05,
DP05_0012E,Estimate!!SEX AND AGE!!Total population!!45 to 54 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0012EA, DP05_0012M, DP05_0012MA",0,int,DP05,
DP05_0012PE,Percent!!SEX AND AGE!!Total population!!45 to 54 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0012PEA, DP05_0012PM, DP05_0012PMA",0,float,DP05,
DP05_0013E,Estimate!!SEX AND AGE!!Total population!!55 to 59 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0013EA, DP05_0013M, DP05_0013MA",0,int,DP05,
DP05_0013PE,Percent!!SEX AND AGE!!Total population!!55 to 59 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0013PEA, DP05_0013PM, DP05_0013PMA",0,float,DP05,
DP05_0014E,Estimate!!SEX AND AGE!!Total population!!60 to 64 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0014EA, DP05_0014M, DP05_0014MA",0,int,DP05,
DP05_0014PE,Percent!!SEX AND AGE!!Total population!!60 to 64 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0014PEA, DP05_0014PM, DP05_0014PMA",0,float,DP05,
DP05_0015E,Estimate!!SEX AND AGE!!Total population!!65 to 74 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0015EA, DP05_0015M, DP05_0015MA",0,int,DP05,
DP05_0015PE,Percent!!SEX AND AGE!!Total population!!65 to 74 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0015PEA, DP05_0015PM, DP05_0015PMA",0,float,DP05,
DP05_0016E,Estimate!!SEX AND AGE!!Total population!!75 to 84 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0016EA, DP05_0016M, DP05_0016MA",0,int,DP05,
DP05_0016PE,Percent!!SEX AND AGE!!Total population!!75 to 84 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0016PEA, DP05_0016PM, DP05_0016PMA",0,float,DP05,
DP05_0017E,Estimate!!SEX AND AGE!!Total population!!85 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0017EA, DP05_0017M, DP05_0017MA",0,int,DP05,
DP05_0017PE,Percent!!SEX AND AGE!!Total population!!85 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0017PEA, DP05_0017PM, DP05_0017PMA",0,float,DP05,
DP05_0018E,Estimate!!SEX AND AGE!!Total population!!Median age (years),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0018EA, DP05_0018M, DP05_0018MA",0,float,DP05,
DP05_0018PE,Percent!!SEX AND AGE!!Total population!!Median age (years),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0018PEA, DP05_0018PM, DP05_0018PMA",0,int,DP05,
DP05_0019E,Estimate!!SEX AND AGE!!Total population!!Under 18 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0019EA, DP05_0019M, DP05_0019MA",0,int,DP05,
DP05_0019PE,Percent!!SEX AND AGE!!Total population!!Under 18 years,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0019PEA, DP05_0019PM, DP05_0019PMA",0,float,DP05,
DP05_0020E,Estimate!!SEX AND AGE!!Total population!!16 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0020EA, DP05_0020M, DP05_0020MA",0,int,DP05,
DP05_0020PE,Percent!!SEX AND AGE!!Total population!!16 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0020PEA, DP05_0020PM, DP05_0020PMA",0,float,DP05,
DP05_0021E,Estimate!!SEX AND AGE!!Total population!!18 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0021EA, DP05_0021M, DP05_0021MA",0,int,DP05,
DP05_0021PE,Percent!!SEX AND AGE!!Total population!!18 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0021PEA, DP05_0021PM, DP05_0021PMA",0,float,DP05,
DP05_0022E,Estimate!!SEX AND AGE!!Total population!!21 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0022EA, DP05_0022M, DP05_0022MA",0,int,DP05,
DP05_0022PE,Percent!!SEX AND AGE!!Total population!!21 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0022PEA, DP05_0022PM, DP05_0022PMA",0,float,DP05,
DP05_0023E,Estimate!!SEX AND AGE!!Total population!!62 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0023EA, DP05_0023M, DP05_0023MA",0,int,DP05,
DP05_0023PE,Percent!!SEX AND AGE!!Total population!!62 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0023PEA, DP05_0023PM, DP05_0023PMA",0,float,DP05,
DP05_0024E,Estimate!!SEX AND AGE!!Total population!!65 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0024EA, DP05_0024M, DP05_0024MA",0,int,DP05,
DP05_0024PE,Percent!!SEX AND AGE!!Total population!!65 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0024PEA, DP05_0024PM, DP05_0024PMA",0,float,DP05,
DP05_0025E,Estimate!!SEX AND AGE!!Total population!!18 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0025EA, DP05_0025M, DP05_0025MA",0,int,DP05,
DP05_0025PE,Percent!!SEX AND AGE!!Total population!!18 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0025PEA, DP05_0025PM, DP05_0025PMA",0,int,DP05,
DP05_0026E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0026EA, DP05_0026M, DP05_0026MA",0,int,DP05,
DP05_0026PE,Percent!!SEX AND AGE!!Total population!!18 years and over!!Male,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0026PEA, DP05_0026PM, DP05_0026PMA",0,float,DP05,
DP05_0027E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0027EA, DP05_0027M, DP05_0027MA",0,int,DP05,
DP05_0027PE,Percent!!SEX AND AGE!!Total population!!18 years and over!!Female,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0027PEA, DP05_0027PM, DP05_0027PMA",0,float,DP05,
DP05_0028E,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0028EA, DP05_0028M, DP05_0028MA",0,float,DP05,
DP05_0028PE,Percent!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0028PEA, DP05_0028PM, DP05_0028PMA",0,int,DP05,
DP05_0029E,Estimate!!SEX AND AGE!!Total population!!65 years and over,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,not required,"DP05_0029EA, DP05_0029M, DP05_0029MA",0,int,DP05,
